event_id,date,time,weekday,mechanism,storyline,slot_type,generation_method,symbol,base_symbol,related_tickers,exchange,exchange_open_today,market_phase,price,change_pct,day_high,day_low,headline,headline_source,headline_link,headline_published_utc,news_category,holding_disclosure_fingerprint,day_move_pct,catalyst_found,catalyst_headline,gemini_call_used,gemini_calls_today_after,pool_used,posted,skip_reason,tweet_text,tweet_char_count,tweet_url,likes,retweets,replies,engagement_checked_at
322,2026-08-12,12:17:06,Wednesday,weekly_engagement,,wednesday,gemini,,,"$AIXA.DE, $AMAT, $AMD, $ANET, $ASML.AS, $AVGO, $BESI.AS, $FORM, $IFX.DE, $KLAC, $LRCX, $MRVL, $MU, $NVDA, $SAP.DE, $SIE.DE, $STX, $SU.PA, $TSM, $WDC",,,,,,,,,,,,,,,,,Y,11,llm,Y,,"Midweek check-in: Marvell's $250M India investment didn't stop a notable drop this week.

$AIXA.DE: +6.44%
$STX: +2.19%
$FORM: +1.12%
$KLAC: -2.1%
$MRVL: -6.79%

If you had $1K to invest today, which of these five would you pick?",229,,,,,
323,2026-08-12,12:17:28,Wednesday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,"$AIXA.DE pulling away at +3.65%, now trading at €43.48.",55,,,,,
324,2026-08-12,12:46:25,Wednesday,news_event,,,keyword,KLAC,KLAC,,,,,,,,,Handelsbanken Fonder AB Raises Stock Holdings in KLA Corporation $KLAC,MarketBeat,https://news.google.com/rss/articles/CBMiygFBVV95cUxOeUNHSG40WjZOcncxaHNyaXNKT1d4eGJkNGd2ZG5FM1p3MVFCbklIcDBEa2l4VTFIZ3YxVVhfbWNSV0hxQ1hUMjVVMmpXRk9hMkYteDAxZWZnV0hiRF9sbzc5MW1XNEtrT1lmTEpkUTZRMTRuTDQ2MzlINlF1OVRTNXJTQjVxWmhNLWhON2RwZ2FZcW4zajFHeUpXWkNaS2NkeUtsUmd2Ti12QXJfSW1reDE3RE9PdFhmaGlfc0tHeWxrZy1rMHlnNm5R?oc=5,2026-08-11T10:32:00,analyst_note,,,,,,,,N,queue_aged_out,,,,,,,
325,2026-08-12,13:00:22,Wednesday,pulse,,,zero_llm_news_pulse,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,"$AVGO ($419.9, +0.79%): Broadcom Trades at 71 Times Earnings and 27 Times Next Year's. History Says Which Side Gives.",117,,,,,
326,2026-08-12,13:46:26,Wednesday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,"Hourly check-in: $AIXA.DE +3.19% to €43.29, well ahead of the rest of the board.",80,,,,,
327,2026-08-12,14:31:44,Wednesday,pulse,,,zero_llm_news_pulse,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,"$IFX.DE (€64.79, +2.82%): Infineon Technologies AG: Release according to Article 40, Section 1 of the WpHG [the German Securities Trading Act] with the objective of Europe-wide distribution",189,,,,,
328,2026-08-12,15:16:38,Wednesday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,Live check: $AIXA.DE +5.17% to €44.12 – the standout so far.,60,,,,,
329,2026-08-12,15:32:17,Wednesday,evergreen_opinion,,,template,,,,,,,,,,,DC Blox sues over Metro's data center moratorium,Axios,https://www.axios.com/local/nashville/2026/08/11/dc-blox-sues-over-metros-data-center-moratorium,2026-08-11T22:26:10,,,,,,,,keyword,Y,,"From Axios:

""DC Blox sues over Metro's data center moratorium""

https://www.axios.com/local/nashville/2026/08/11/dc-blox-sues-over-metros-data-center-moratorium",161,,,,,
329,2026-08-12,16:16:28,Wednesday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,"$STX standing out at +7.29%, now $880.87.",41,,,,,
330,2026-08-12,16:16:59,Wednesday,price_event,us,,zero_llm_template,LRCX,LRCX,,NYSE,Y,open,326.32,4.26,329.19,311.41,,,,,,,4.26,,,N,18,llm,Y,,Big print: $LRCX +4.26% at $326.32 today – a real standout. Intraday range: low $311.41 / high $329.19.,103,,,,,
331,2026-08-12,17:00:40,Wednesday,pulse,,,zero_llm_news_pulse,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,"$MU ($920.64, +6.17%): AI infrastructure stocks surge after strong earnings from CoreWeave, Supermicro",102,,,,,
332,2026-08-12,17:16:19,Wednesday,news_event,,,gemini,ANET,ANET,,,,,,,,,"Arista Networks (ANET) Is In Focus Again, So What Is The Market Weighing?",,,2026-08-11T18:15:45,earnings,,,,,,,,N,queue_aged_out,,,,,,,
333,2026-08-12,17:31:26,Wednesday,news_event,,,gemini,WDC,WDC,,,,,,,,,Western Digital Corporation $WDC Stock Position Lifted by Handelsbanken Fonder AB,MarketBeat,https://news.google.com/rss/articles/CBMi2AFBVV95cUxPS3lGSllkdGdpSEhaUDdEMFVCeWFTMmREVnFKdnhMUU82Qlg3T1BkcTdnSzE4RmFHVFFrMjhreEE0ZnRQNEVnRWwySFBCaGRHYW5EQVlHNGlrOXEtRU1qczBMYXp6NlRhaEFscjh0a1JvZkJwdEpVaFBMd1YxRExsNkRSUGFXeUxlSkl0bGFSbkJNSlZuVEpmNnVrNnpwS1g2XzdZMlZTR3VOMXczWERKaGp4d01NbjhQRk4wVHFuTUJod2h2WXVBVzRKeEpwV2xkLVVOcUwyZEM?oc=5,2026-08-11T10:34:21,large_share_purchases,,,,,,,,N,queue_aged_out,,,,,,,
334,2026-08-12,17:46:52,Wednesday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,"Hourly check-in: $STX +7.04% to $878.8, well ahead of the rest of the board.",76,,,,,
335,2026-08-12,18:31:51,Wednesday,pulse,,,zero_llm_news_pulse,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,"$SAP.DE (€175.96, -2.62%): Rimini Street Expands C-Suite Leadership for Growth with Appointment of Two Proven Industry Veterans as Chief Operating Officer and Chief Delivery Officer",181,,,,,
336,2026-08-12,18:32:44,Wednesday,evergreen_opinion,,,template,,,,,,,,,,,"PJM eyes data center, crypto reliability requirements after 3.8 GW of load trips offline",Utility Dive,https://www.utilitydive.com/news/pjm-nerc-data-center-crypto-reliability-standards/827653/,2026-08-12T13:01:39,,,,,,,,keyword,Y,,"Worth a read from Utility Dive:

""PJM eyes data center, crypto reliability requirements after 3.8 GW of load trips offline""

https://www.utilitydive.com/news/pjm-nerc-data-center-crypto-reliability-standards/827653/",215,,,,,
336,2026-08-12,19:00:24,Wednesday,news_event,,,,MRVL,MRVL,,,,,,,,,"Annex Advisory Services LLC Sells 35,698 Shares of Marvell Technology, Inc. $MRVL",MarketBeat,https://news.google.com/rss/articles/CBMi1AFBVV95cUxOX3laOElUNGpCMUQ0amt3UDRYUEE4WmhVLTlFWnlEZGQ0OHZwZGlsMHVjb3F5ZUtIelQ2UndOYWZ2YV9wRE9Vcm40QXh4V2tvSTZrTTBXOFpkRjRJNl9ieVZLWFVISzRJYVBscWNiMmtzTldfaWVtNWs3ZEduNjhkRElRN3pwLXpveEc0bGtJRUNJdzF2bGdsS1duekxvRTNubkhXMXRDXzl6VnRHWDVwSXBENW1qejNxeUtsSlpla2pPUXpYNVBFNXlwdEVfR2JLQ0t1eQ?oc=5,2026-08-12T08:12:22,,mrvl:annexadvisoryservicesllc:35698,,,,,,,N,holding_disclosure_recycled,,,,,,,
337,2026-08-12,19:16:29,Wednesday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,$MU leading the tape right now: +6.91% to $927.11.,50,,,,,
338,2026-08-12,19:31:48,Wednesday,price_event,us,,zero_llm_template,WDC,WDC,,NYSE,Y,open,457.93,4.33,467.8,442.86,,,,,,,4.33,,,N,18,llm,Y,,"$WDC swinging +4.33% on the day, now $457.93. Intraday range: low $442.86 / high $467.8.",88,,,,,
339,2026-08-12,20:00:31,Wednesday,pulse,,,zero_llm_news_pulse,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,"$MRVL ($223.57, +4.05%): ALAB Benefits From PCIe Demand: Can It Stay Ahead of Its Competitors?",94,,,,,
340,2026-08-12,20:46:44,Wednesday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,"$STX standing out at +7.55%, now $882.96.",41,,,,,
341,2026-08-12,21:16:17,Wednesday,news_event,,,,MRVL,MRVL,,,,,,,,,"Annex Advisory Services LLC Sells 35,698 Shares of Marvell Technology, Inc. $MRVL",MarketBeat,https://news.google.com/rss/articles/CBMi1AFBVV95cUxOX3laOElUNGpCMUQ0amt3UDRYUEE4WmhVLTlFWnlEZGQ0OHZwZGlsMHVjb3F5ZUtIelQ2UndOYWZ2YV9wRE9Vcm40QXh4V2tvSTZrTTBXOFpkRjRJNl9ieVZLWFVISzRJYVBscWNiMmtzTldfaWVtNWs3ZEduNjhkRElRN3pwLXpveEc0bGtJRUNJdzF2bGdsS1duekxvRTNubkhXMXRDXzl6VnRHWDVwSXBENW1qejNxeUtsSlpla2pPUXpYNVBFNXlwdEVfR2JLQ0t1eQ?oc=5,2026-08-12T08:12:22,,mrvl:annexadvisoryservicesllc:35698,,,,,,,N,holding_disclosure_recycled,,,,,,,
342,2026-08-12,21:31:34,Wednesday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,"$ANET pulling away at +5.82%, now trading at $209.89.",53,,,,,
343,2026-08-12,21:46:08,Wednesday,news_event,,,,MRVL,MRVL,,,,,,,,,"Annex Advisory Services LLC Sells 35,698 Shares of Marvell Technology, Inc. $MRVL",MarketBeat,https://news.google.com/rss/articles/CBMi1AFBVV95cUxOX3laOElUNGpCMUQ0amt3UDRYUEE4WmhVLTlFWnlEZGQ0OHZwZGlsMHVjb3F5ZUtIelQ2UndOYWZ2YV9wRE9Vcm40QXh4V2tvSTZrTTBXOFpkRjRJNl9ieVZLWFVISzRJYVBscWNiMmtzTldfaWVtNWs3ZEduNjhkRElRN3pwLXpveEc0bGtJRUNJdzF2bGdsS1duekxvRTNubkhXMXRDXzl6VnRHWDVwSXBENW1qejNxeUtsSlpla2pPUXpYNVBFNXlwdEVfR2JLQ0t1eQ?oc=5,2026-08-12T08:12:22,,mrvl:annexadvisoryservicesllc:35698,,,,,,,N,holding_disclosure_recycled,,,,,,,
344,2026-08-12,22:16:16,Wednesday,news_event,,,,MRVL,MRVL,,,,,,,,,"Annex Advisory Services LLC Sells 35,698 Shares of Marvell Technology, Inc. $MRVL",MarketBeat,https://news.google.com/rss/articles/CBMi1AFBVV95cUxOX3laOElUNGpCMUQ0amt3UDRYUEE4WmhVLTlFWnlEZGQ0OHZwZGlsMHVjb3F5ZUtIelQ2UndOYWZ2YV9wRE9Vcm40QXh4V2tvSTZrTTBXOFpkRjRJNl9ieVZLWFVISzRJYVBscWNiMmtzTldfaWVtNWs3ZEduNjhkRElRN3pwLXpveEc0bGtJRUNJdzF2bGdsS1duekxvRTNubkhXMXRDXzl6VnRHWDVwSXBENW1qejNxeUtsSlpla2pPUXpYNVBFNXlwdEVfR2JLQ0t1eQ?oc=5,2026-08-12T08:12:22,,mrvl:annexadvisoryservicesllc:35698,,,,,,,N,holding_disclosure_recycled,,,,,,,
345,2026-08-13,05:16:14,Thursday,news_event,,,keyword,NVDA,NVDA,,,,,,,,,"Wealthquest Corp Acquires 3,698 Shares of NVIDIA Corporation $NVDA",MarketBeat,https://news.google.com/rss/articles/CBMiwwFBVV95cUxNSVhrZm1FcV9ZOEl0dnhFWVB5UUI3NXNxamprSlBldHpNOEJkTmlWNHFhV2ZvcTd0UkZhTDMwWHhzS1BzX2Rvb2QyNEtMTkFoNi00aVk2TWctZEVSYXNDRlVITXhuQmx5UjlsWTlNTXdJQUZTbndSaDNjNXBPeWh1VHNRRktlOEhJUC1POFI3eXNoRWJ3NVU0eld3S0tDRGhiY2hzQnBKNEpXSmNOOG9jYm1kSG5QX25fVjZTMnhlMkJKUmc?oc=5,2026-08-12T09:03:30,large_share_purchases,,,,,,,,N,queue_aged_out,,,,,,,
346,2026-08-13,09:16:38,Thursday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,Nothing dramatic this hour. $SAP.DE sits at €177.4 (+0.9%).,59,,,,,
347,2026-08-13,10:00:20,Thursday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,$AIXA.DE leading the tape right now: -2.31% to €42.28.,54,,,,,
348,2026-08-13,10:46:34,Thursday,pulse,,,zero_llm_news_pulse,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,"$FORM ($129.0, +0.69%): FormFactor Announces Participation at Upcoming Conferences",82,,,,,
349,2026-08-13,11:31:35,Thursday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,$AIXA.DE is the one to watch right now – -3.4% at €41.81.,57,,,,,
350,2026-08-13,12:16:23,Thursday,pulse,,,zero_llm_news_pulse,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,"$SU.PA (€310.3, -0.02%): Schneider Electric: The Energy Impact of the AI & Cloud Era",84,,,,,
351,2026-08-13,13:00:22,Thursday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,"Hourly check-in: $AIXA.DE -3.28% to €41.86, well ahead of the rest of the board.",80,,,,,
352,2026-08-13,13:32:07,Thursday,pulse,,,zero_llm_news_pulse,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,"$MRVL ($217.56, -1.01%): 3 Semiconductor Stocks to Buy Before the Next AI Earnings Wave in August",97,,,,,
